Plant url,Common name,Common Name - MBG,Botanical name,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286498&isprofile=1&basic=Eriobotrya+Japonica,Japanese Loquat,,Eriobotrya Japonica, Broadleaf evergreen, Rosaceae," China, Japan", 8 to 10, 8 , 10, 10.00 to 25.00 feet, 10.00 ,25.00,feet, 10.00 to 25.00 feet, 10.00 ,25.00,feet, November to December, White, Full sun to part shade, Medium, Low,," Showy, Fragrant",," Showy, Edible", Evergreen, Winter Interest,,"
Culture
Winter hardy to USDA Zones 8-10 where it is best grown in fertile, evenly moist, well-drained loams in full sun to part shade. Best with consistent moisture, but established plants will tolerate some drought. Plants may survive temperatures to as low as 10-15 degrees F., but flowers and fruits will normally perish if temperatures dip below 28 degrees F. In St. Louis, plants may be grown in containers as houseplants. Containers may be taken outside in summer. Indoors, containers are best sited in sunny windows with moderate temperatures of 50-70 degrees F. Reduce watering in winter.
","
Noteworthy Characteristics
Eriobotrya japonica, commonly called loquat, Japanese medlar or Japanese plum, is a small, short-trunked, upward-branching, broadleaf evergreen tree that typically grows to 10-25' tall with a round form. It also often grows as a large spreading shrub. It is generally noted for its compact size, attractive foliage, fragrant flowers and edible fruit. Loquat is native to China and perhaps Japan. Wrinkled, strongly-veined, leathery, elliptic-lanceolate leaves (to 12"" long) with toothed margins are dark green above and light green covered with rusty down beneath. Sweetly fragrant, five-petaled, white flowers in large panicles (to 6"" long) bloom in late fall-early winter. Flowers are followed by small spherical to pear-shaped fruits (to 1-2"" long), each with juicy flesh and one to several large seeds. Fruits typically ripen in spring (February in Florida and April in California). Fruits have smooth to downy, yellow to orange skin. Fruits are excellent when eaten fresh off the tree or in salads, sauces, jellies/jams or tarts/pies. Many different fruiting cultivars exist in commerce.Genus name comes from the Greek words erion meaning wool and botrys meaning a cluster of grapes for the woolly, clustered panicles.Specific epithet means of Japan.
","
Problems
No serious insect or disease problems. This rose family member is susceptible to fire blight. Potential insect pests include aphids, scale, fruit flies and caterpillars. Potential disease pests include rots, cankers, scab, leaf spot and blight. Seeds and young plant leaves are mildly poisonous if ingested. In areas where fruit set occurs, fruit drop can cause troublesome litter problems.
","
Garden Uses
In frost free areas, plants are grown commercially for fruit production or as landscape ornamentals near decks or patios. Good street tree in areas where fruit does not set. Effective houseplants in colder climates.
",
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,Arugula,,Eruca Vesicaria, Annual, Brassicaceae, Europe, 2 to 11, 2 , 11, 2.00 to 3.00 feet, 2.00 ,3.00,feet, 1.00 to 1.50 feet, 1.00 ,1.50,feet, Seasonal bloomer,, Full sun, Medium to wet, Medium," Annual, Vegetable, Naturalize",,,,,,,"
Culture
This annual is typically grown in home gardens for culinary use as a lettuce-like salad green.  It thrives in rich moist soils in full sun to part shade.  It is best grown during the cooler spring and fall months of the year rather than in the heat of the summer.  After last spring frost date, sow seeds in the garden a few inches apart in rows about 18” apart, with seedlings later thinned to a spacing of about 12”.  In the alternative, seeds may be started indoors in containers prior to last spring frost date for later transplanting outdoors.  Leaves must be harvested when young and tender.  Leaf flavor becomes strong and often bitter as the leaves mature.  A second crop can be planted in late summer for harvest before fall frost.  Although this annual may self-seed in the garden, it is usually recommended that seed be purchased rather than harvested from garden plants.  In St. Louis, seeds typically germinate in May with leaves harvested in early summer.  By contrast, this plant also grows as a winter annual, albeit sometimes an invasive one, in some other parts of the U.S. such as the deserts of Arizona where seeds typically germinate in the wild after fall rains for growth over winter.
","
Noteworthy Characteristics
Eruca vesicaria, commonly known as by a number of common names including arugula, garden rocket, rocket salad, roka, roquette, rucola or rugula, is a Eurasian annual herb of the mustard family.  It was first cultivated by ancient Greeks and Romans.  It continues to be widely cultivated in Europe today, but has also been introduced into many other parts of the world including much of North America where it has become not only a treasured culinary plant, but also, in some cases, an invasive garden escapee and self-seeder.  It typically naturalizes in disturbed habitats, fields and meadows.  

Plants typically grow to 10-24” tall.  Irregular, pinnately-lobed, basal leaves, each with 4 to 10 small lateral lobes and a large terminal lobe, appear in rosettes.  Uppermost stem leaves are entire and smaller.  Four-petalled flowers (to 1” long) bloom in corymbs.  Each flower has a pale yellow corolla, yellow stamens, and dark brown or purple veins.  Fruit (to 1.5” long) is a seeded, prominently-beaked pod.  

Leaves should only be harvested when young and tender.  Older leaves become bitter and lose significant culinary quality as they mature. Young leaves lack bitterness and are typically eaten raw, adding a peppery, some say nutty, mustard-like flavor to a variety of food dishes including salads, sandwiches, egg dishes, sauces, soups or stir fries. Notwithstanding its culinary virtues, this plant is also extensively cultivated in central and western Asia for its seed oil which is used as a lubricant and illuminant in pickling. 

Subsp. sativa from Latin means cultivated in probable reference to the historical designation of this subspecies as a salad plant for cultivation in home gardens.

Some authors include this subspecies in with the species and others elevate it to its own species, Eruca sativa.Genus name probably comes from the Latin eructo meaning to eruct or belch in reference to the strong, spicy, sometimes bitter taste of mature plant leavesSpecific epithet comes from the Latin word vesica meaning bladder in reference to the inflated seed pods.
","
Problems
No serious insect or disease problems.  Flea beetles can be troublesome.
","
Garden Uses
Herb or vegetable commonly used as a lettuce-like food flavoring.
",
not found,Dundas Mahogany,x,Eucalyptus Brockwayi,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Silver Princess,x,Eucalyptus Caesia,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Gooseberry Mallee,x,Eucalyptus Calycogona,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Silver Gimlet,x,Eucalyptus Campaspe,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Sugar Gum Eucalyptus,x,Eucalyptus Cladocalyx,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,Rainbow Eucalyptus,,Eucalyptus Deglupta, Tree, Myrtaceae, Malesia and Papuasia, 10 to 11, 10 , 11, 100.00 to 250.00 feet, 100.00 ,250.00,feet, 60.00 to 125.00 feet, 60.00 ,125.00,feet, Seasonal bloomer, White, Full sun, Medium to wet, Low," Shade Tree, Street Tree", Showy,,," Fragrant, Evergreen", Winter Interest,,"
Culture
Winter hardy to USDA Zones 10-11 where this tree will grow well in rich, medium to wet soils in full sun.  Intolerant of frost.
","
Noteworthy Characteristics
Eucalyptus deglupta, commonly called Mindanao gum or rainbow eucalyptus, is a very large, fast-growing, broadleaved evergreen tree that is native to moist humid tropical forested areas with high rainfall in New Guinea, Indonesia and the Philippine Islands (Island of Mindanao).  It is the only eucalyptus tree that is indigenous to the northern hemisphere.  In its native habitat, it will mature to as much as 250' tall with a trunk diameter of 6'.  Outside its native habitat, it will typically grow much shorter (to 100-125' tall).  It is perhaps best noted for its smooth orange-tinted trunk bark which peels in summer to reveal a unique and sometimes stunning multi-colored bark (as described by the common name of rainbow eucalyptus) consisting of streaks of pale green, red, orange, gray and purple-brown.  Outside tropical settings, the bark is typically much less colorful.  Acuminate, lance-shaped leaves (to 6"" long) are aromatic when crushed.  Tiny white flowers in axillary or terminal compound inflorescences (panicles of 7-flowered umbels) bloom at various times during the year depending upon location.  Trees are a source of hardwood timber.Genus name comes from the Greek words eu meaning well and kalypto meaning to cover, as with a lid and an allusion to the united calyx-lobes and petals forming a lid or cap which is shed when the flower opens.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Huge landscape tree where winter hardy.  In Hawaii, it is planted as a street tree and shade tree.
",
not found,White Mallee,x,Eucalyptus Dumosa,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Red Cap Gum,x,Eucalyptus Erythrocorys,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Curly Mallee,x,Eucalyptus Gillii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Cider Gum,x,Eucalyptus Gunnii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Kruses's Bookleaf Mallee,x,Eucalyptus Kruseana,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Rose of the West Eucalyptus,x,Eucalyptus Macrocarpa,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Coolibah Tree,x,Eucalyptus Microtheca,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Silver Dollar Gum Tree,x,Eucalyptus Polyanthemos,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Flooded Gum,x,Eucalyptus Rudis,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Salt River Gum,x,Eucalyptus Sargentii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Swamp Mallee,x,Eucalyptus Spathulata,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Scarlet Pear Gum,x,Eucalyptus Stoatei,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Strickland's Gum,x,Eucalyptus Stricklandii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Coral Gum,x,Eucalyptus Torquata,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Round Leaved Gum,x,Eucalyptus Websteriana,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Lemon Flowered Gum,x,Eucalyptus Woodwardii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
not found,Surinam Cherry,x,Eugenia Uniflora,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279120&isprofile=1&basic=Euonymus+Alatus,Burning Bush,,Euonymus Alatus, Deciduous shrub, Celastraceae, Northeastern Asia to Middle China, 4 to 8, 4 , 8, 15.00 to 20.00 feet, 15.00 ,20.00,feet, 8.00 to 12.00 feet, 8.00 ,12.00,feet, May, Yellow-green, Full sun to part shade, Medium, Low," Hedge, Naturalize", Insignificant, Birds, Showy, Good Fall,," Clay Soil, Black Walnut","
Culture
Easily grown in average, medium moisture, well-drained soil in full sun to part shade. Tolerates close to full shade, but usually at the expense of diminished fall color quality. This is an adaptable shrub that tolerates a wide range of soils except for wet, poorly-drained ones. Plants appreciate consistent moisture, particularly when grown in full sun locations.
","
Noteworthy Characteristics
Euonymus alatus, commonly called winged euonymus, burning bush, winged burning bush or winged spindle tree, is a dense, mounded, spreading, flat-topped, multi-stemmed shrub that is particularly noted for its fiery red fall foliage color. It is native to forests, woodlands and scrub areas in eastern Russia, Japan, China and Korea. It was introduced into the U.S. around 1860 as an ornamental, and over time has become an extremely popular shrub for homes, commercial properties and along highways. This shrub will mature over time to 15-20' tall, but is often pruned shorter. Elliptic to obovate, crenulate to serrulate, green leaves (to 3” long) turn bright red in fall. Fall color can be spectacular. Small, yellowish-green flowers appear in May but are not showy. Small fruits (1/3” red capsules) ripen in fall. Fruit capsules split open when ripe to reveal the tiny seeds (each encased in a fleshy orange-red aril). Seeds are attractive to certain birds who eat and distribute them. Greenish-brown stems have distinctive corky ridges (""wings"" as used in the common name). Corky-winged stems are more noticeable in winter after leaf drop. Winged euonymus has escaped plantings and naturalized in at least 21 eastern and mid-western states. In some areas, it is now considered to be a threat to native plants because of its ability to establish itself in woodlands, forests, fields, roadsides and disturbed areas where, if conditions are favorable, it will out-compete native plants to form dense thickets.Genus name is an ancient Greek name referring to plants of this genus.Specific epithet means winged.More compact forms (4-10' tall) are also available (e.g., Euonymus alatus 'Compactus' and Euonymus alatus 'Rudy Haag').
","
Problems
No serious insect or disease problems. Twig blight may occur, particularly in wet soil conditions. Watch for spider mites.
","
Garden Uses
This shrub produces excellent fall color. Specimen/accent, group or mass. Foundations, shrub borders, screen or hedge.
",
