Botanical Name,Page title,Expected Common Name,Wikipedia Page link,
Campanula bononiensis,List of Campanula species,Campanula; bellflower,https://en.wikipedia.org/wiki/List_of_Campanula_species,
Campanula latifolia,Campanula latifolia,Campanula latifolia; giant bellflower; large campanula; wide-leaved bellflower,https://en.wikipedia.org/wiki/Campanula_latifolia,
Campanula persicifolia,Campanula persicifolia,Campanula persicifolia; peach-leaved bellflower,https://en.wikipedia.org/wiki/Campanula_persicifolia,
Campanula punctata,Campanula punctata,Campanula punctata; spotted bellflower,https://en.wikipedia.org/wiki/Campanula_punctata,
Campanula rapunculoides,Campanula rapunculoides,Campanula rapunculoides; creeping bellflower; rampion bellflower,https://en.wikipedia.org/wiki/Campanula_rapunculoides,
Campanula rapunculus,Campanula rapunculus,Campanula rapunculus; rampion bellflower; rampion; rover bellflower,https://en.wikipedia.org/wiki/Campanula_rapunculus,
Campanula trachelium,Campanula trachelium,Campanula trachelium; nettle-leaved bellflower,https://en.wikipedia.org/wiki/Campanula_trachelium,
Capsicum chinense,Capsicum chinense,Capsicum chinense,https://en.wikipedia.org/wiki/Capsicum_chinense,
Cardamine concatenata,Cardamine concatenata,Cardamine concatenata; cutleaved toothwort; crow's toes; pepper root; purple-flowered toothwort,https://en.wikipedia.org/wiki/Cardamine_concatenata,
Cardamine pratensis,Cardamine pratensis,Cardamine pratensis; cuckooflower; lady's smock; mayflower; milkmaids,https://en.wikipedia.org/wiki/Cardamine_pratensis,
Carex alata,Carex alata,Carex alata; broad-winged sedge,https://en.wikipedia.org/wiki/Carex_alata,
Carex albicans,Carex albicans,Carex albicans; whitetinge sedge,https://en.wikipedia.org/wiki/Carex_albicans,
Carex annectens,Carex annectens,Carex annectens; yellow-fruited fox sedge,https://en.wikipedia.org/wiki/Carex_annectens,
Carex bicknellii,Carex bicknellii,Carex bicknellii; Bicknell's sedge; copper-shouldered oval sedge,https://en.wikipedia.org/wiki/Carex_bicknellii,
Carex bromoides,Carex bromoides,Carex bromoides; brome-like sedge; brome-sedge; dropseed of the woods,https://en.wikipedia.org/wiki/Carex_bromoides,
Carex bushii,Carex bushii,Carex bushii,https://en.wikipedia.org/wiki/Carex_bushii,
Carex cherokeensis,Carex cherokeensis,Carex cherokeensis; Cherokee sedge,https://en.wikipedia.org/wiki/Carex_cherokeensis,
Carex crinita,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex cristatella,Carex cristatella,Carex cristatella,https://en.wikipedia.org/wiki/Carex_cristatella,
Carex crus-corvi,not found,not found,not found,
Carex davisii,Carex davisii,Carex davisii; Davis' sedge; awned graceful sedge,https://en.wikipedia.org/wiki/Carex_davisii,
Carex eburnea,Carex eburnea,Carex eburnea; ivory sedge; ebony sedge; bristleleaf; bristle-leaved sedge,https://en.wikipedia.org/wiki/Carex_eburnea,
Carex flacca,Carex flacca,Carex flacca; blue sedge; gray carex; glaucous sedge; carnation-grass; Carex glauca,https://en.wikipedia.org/wiki/Carex_flacca,
Carex flaccosperma,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex frankii,not found,not found,not found,
Carex grayi,Carex grayi,Carex grayi; Gray's sedge,https://en.wikipedia.org/wiki/Carex_grayi,
Carex haydenii,not found,not found,not found,
Carex laxiculmis,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex lurida,Carex lurida,Carex lurida; shallow sedge,https://en.wikipedia.org/wiki/Carex_lurida,
Carex morrowii,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex nigra,Carex nigra,Carex nigra; common sedge; black sedge; smooth black sedge,https://en.wikipedia.org/wiki/Carex_nigra,
Carex normalis,Carex normalis,Carex normalis; greater straw sedge,https://en.wikipedia.org/wiki/Carex_normalis,
Carex praegracilis,Carex praegracilis,Carex praegracilis; clustered field sedge; field sedge; expressway sedge,https://en.wikipedia.org/wiki/Carex_praegracilis,
Carex squarrosa,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex swanii,List of Carex species,Carex; sedges,https://en.wikipedia.org/wiki/List_of_Carex_species,
Carex vulpinoidea,Carex vulpinoidea,Carex vulpinoidea; fox sedge; American fox-sedge,https://en.wikipedia.org/wiki/Carex_vulpinoidea,
Carpinus betulus,Carpinus betulus,Carpinus betulus; European; common hornbeam,https://en.wikipedia.org/wiki/Carpinus_betulus,
Carya cordiformis,Carya cordiformis,Carya cordiformis; bitternut hickory,https://en.wikipedia.org/wiki/Carya_cordiformis,
Carya glabra,Carya glabra,Carya glabra; pignut hickory; pignut; sweet pignut; coast pignut hickory; smoothbark hickory; swamp hickory; broom hickory; 2,https://en.wikipedia.org/wiki/Carya_glabra,
Carya laciniosa,Carya laciniosa,Carya laciniosa; shellbark hickory; shagbark hickory; bigleaf shagbark hickory; kingnut; big; bottom; thick; western shellbark,https://en.wikipedia.org/wiki/Carya_laciniosa,
Carya laneyi,not found,not found,not found,
Carya tomentosa,Carya tomentosa,Carya tomentosa; mockernut hickory; mockernut; white hickory; whiteheart hickory; hognut; bullnut,https://en.wikipedia.org/wiki/Carya_tomentosa,
Cassia grandis,Cassia grandis,Cassia grandis; pink shower tree; carao,https://en.wikipedia.org/wiki/Cassia_grandis,
Castanea crenata,Castanea crenata,Castanea crenata; Korean chestnut; Korean castanea; Japanese chestnut,https://en.wikipedia.org/wiki/Castanea_crenata,
Castanea sativa,Castanea sativa,Castanea sativa; sweet chestnut,https://en.wikipedia.org/wiki/Castanea_sativa,
Castilleja coccinea,Castilleja coccinea,Castilleja coccinea; scarlet Indian paintbrush; scarlet painted-cup,https://en.wikipedia.org/wiki/Castilleja_coccinea,
Catalpa fargesii,not found,not found,not found,
Catalpa ovata,Catalpa ovata,Catalpa ovata; yellow catalpa; Chinese catalpa,https://en.wikipedia.org/wiki/Catalpa_ovata,
Caulophyllum thalictroides,Caulophyllum thalictroides,Caulophyllum thalictroides; blue cohosh; squaw root; papoose root,https://en.wikipedia.org/wiki/Caulophyllum_thalictroides,
Ceanothus americanus,Ceanothus americanus,Ceanothus americanus; New Jersey tea; Jersey tea ceanothus; red root; mountain sweet; wild snowball,https://en.wikipedia.org/wiki/Ceanothus_americanus,
Ceanothus herbaceus,Ceanothus herbaceus,Ceanothus herbaceus; Jersey tea,https://en.wikipedia.org/wiki/Ceanothus_herbaceus,
Ceiba pentandra,not found,not found,not found,
Celastrus orbiculatus,Celastrus orbiculatus,Celastrus orbiculatus; Oriental bittersweet; Chinese bittersweet; Asian bittersweet; round-leaved bittersweet; Asiatic bittersweet,https://en.wikipedia.org/wiki/Celastrus_orbiculatus,
Celtis australis,Celtis australis,Celtis australis; European nettle tree; Mediterranean hackberry; lote tree; honeyberry,https://en.wikipedia.org/wiki/Celtis_australis,
Centaurea macrocephala,Centaurea macrocephala,Centaurea macrocephala; bighead knapweed; big yellow centaurea; lemon fluff; yellow bachelor's button; yellow hardhat; Armenian basketflower,https://en.wikipedia.org/wiki/Centaurea_macrocephala,
Cephalanthus occidentalis,Cephalanthus occidentalis,Cephalanthus occidentalis; buttonbush; common buttonbush; button-willow; honey-bells,https://en.wikipedia.org/wiki/Cephalanthus_occidentalis,
Cephalaria gigantea,Cephalaria,Cephalaria,https://en.wikipedia.org/wiki/Cephalaria,
Cercis siliquastrum,Cercis siliquastrum,Cercis siliquastrum; Judas tree; Judas-tree,https://en.wikipedia.org/wiki/Cercis_siliquastrum,
Cercocarpus montanus,Cercocarpus montanus,Cercocarpus montanus; alder-leaf mountain-mahogany; alder-leaf cercocarpus; true mountain-mahogany; silverleaf mountain-mahogany,https://en.wikipedia.org/wiki/Cercocarpus_montanus,
Cestrum elegans,Cestrum elegans,Cestrum elegans; purple cestrum; red cestrum; bastard jasmine,https://en.wikipedia.org/wiki/Cestrum_elegans,
Chamaecrista fasciculata,Chamaecrista fasciculata,Chamaecrista fasciculata; partridge pea,https://en.wikipedia.org/wiki/Chamaecrista_fasciculata,
Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana; Port Orford cedar; Lawson cypress; New World Species; New World Species,https://en.wikipedia.org/wiki/Chamaecyparis_lawsoniana,
Chamaecyparis pisifera,Chamaecyparis pisifera,Chamaecyparis pisifera; Sawara cypress; Sawara; New World Species; New World Species,https://en.wikipedia.org/wiki/Chamaecyparis_pisifera,
Chamaecyparis thyoides,Chamaecyparis thyoides,Chamaecyparis thyoides; Atlantic white cedar; Atlantic white cypress; southern white cedar; whitecedar; false-cypress; New World Species; New World Species,https://en.wikipedia.org/wiki/Chamaecyparis_thyoides,
Chamaecytisus hirsutus,Cytisus hirsutus,Cytisus hirsutus; clustered broom; hairy broom,https://en.wikipedia.org/wiki/Cytisus_hirsutus,
Chamaelirium luteum,Chamaelirium,Chamaelirium; Chamaelirium luteum; blazing-star; devil's bit; false unicorn; fairy wand; helonias,https://en.wikipedia.org/wiki/Chamaelirium,
Chamerion angustifolium,Chamaenerion angustifolium,Chamaenerion angustifolium; fireweed; great willowherb; rosebay willowherb,https://en.wikipedia.org/wiki/Chamaenerion_angustifolium,
Chelidonium majus,Chelidonium majus,Chelidonium majus; greater celandine; nipplewort; swallowwort; tetterwort; Chelidonium,https://en.wikipedia.org/wiki/Chelidonium_majus,
Chelone lyonii,not found,not found,not found,
Chenopodium quinoa,Quinoa,Quinoa,https://en.wikipedia.org/wiki/Quinoa,
Chionodoxa forbesii,Scilla forbesii,Scilla forbesii; Forbes' glory-of-the-snow; Scilla siehei; Siehe's glory-of-the-snow,https://en.wikipedia.org/wiki/Scilla_forbesii,
Chionodoxa luciliae,Scilla luciliae,Scilla luciliae; Bossier's glory-of-the-snow; Lucile's glory-of-the-snow,https://en.wikipedia.org/wiki/Scilla_luciliae,
Chorisia speciosa,Ceiba speciosa,silk floss tree; palo borracho; samu'ũ; paineira; toborochi,https://en.wikipedia.org/wiki/Ceiba_speciosa,
Chrysopsis mariana,Chrysopsis mariana,Chrysopsis mariana; Maryland golden-aster; silkgrass,https://en.wikipedia.org/wiki/Chrysopsis_mariana,
Cibotium glaucum,Cibotium,Cibotium; manfern; Cibotiaceae; Cibotioideae; hāpuʻu,https://en.wikipedia.org/wiki/Cibotium,
Cichorium intybus,Chicory,Common chicory; blue daisy; blue dandelion; blue sailors; blue weed; bunk; coffeeweed; cornflower; hendibeh; horseweed; ragged sailors; succory; wild bachelor's buttons; wild endive,https://en.wikipedia.org/wiki/Chicory,
Cinna arundinacea,not found,not found,not found,
Cissus trifoliata,Cissus trifoliata,Cissus trifoliata; possum-grape; sorrelvine; vine-sorrel,https://en.wikipedia.org/wiki/Cissus_trifoliata,
Cladrastis kentukea,Cladrastis kentukea,Cladrastis kentukea; Kentucky yellowwood; American yellowwood; Virgilia,https://en.wikipedia.org/wiki/Cladrastis_kentukea,
Clarkia amoena,Clarkia amoena,Clarkia amoena; farewell to spring; godetia,https://en.wikipedia.org/wiki/Clarkia_amoena,
Claytonia virginica,Claytonia virginica,Claytonia virginica; Virginia springbeauty; eastern spring beauty; grass-flower; fairy spud,https://en.wikipedia.org/wiki/Claytonia_virginica,
Clematis crispa,Clematis crispa,Clematis crispa; swamp leatherflower,https://en.wikipedia.org/wiki/Clematis_crispa,
Clematis fremontii,Clematis fremontii,Clematis fremontii; Fremont's leather flower; Fremont's crowsfoot; Fremont's leather-plant; leatherplant; rattleweed,https://en.wikipedia.org/wiki/Clematis_fremontii,
Clematis heracleifolia,Clematis,Clematis; clematis; traveller's joy; virgin's bower; old man's beard; leather flower; vase vine; pepper vine,https://en.wikipedia.org/wiki/Clematis,
Clematis integrifolia,Clematis,Clematis; clematis; traveller's joy; virgin's bower; old man's beard; leather flower; vase vine; pepper vine,https://en.wikipedia.org/wiki/Clematis,
Clematis macropetala,Clematis,Clematis; clematis; traveller's joy; virgin's bower; old man's beard; leather flower; vase vine; pepper vine,https://en.wikipedia.org/wiki/Clematis,
Clematis montana,Clematis montana,Clematis montana; mountain clematis; Himalayan clematis; anemone clematis,https://en.wikipedia.org/wiki/Clematis_montana,
Clematis tangutica,Clematis,Clematis; clematis; traveller's joy; virgin's bower; old man's beard; leather flower; vase vine; pepper vine,https://en.wikipedia.org/wiki/Clematis,
Clematis terniflora,Clematis terniflora,Clematis terniflora; sweet autumn clematis; sweet autumn virginsbower,https://en.wikipedia.org/wiki/Clematis_terniflora,
Clematis texensis,Clematis texensis,Clematis texensis; scarlet leather flower,https://en.wikipedia.org/wiki/Clematis_texensis,
Clematis virginiana,Clematis virginiana,Clematis virginiana; devil's darning needles; devil's hair; love vine; traveller's joy; virgin's bower; Virginia virgin's bower; wild hops; woodbine,https://en.wikipedia.org/wiki/Clematis_virginiana,
Clerodendrum bungei,Clerodendrum,Clerodendrum; glorybower; bagflower; bleeding-heart,https://en.wikipedia.org/wiki/Clerodendrum,
Clerodendrum trichotomum,Clerodendrum trichotomum,Clerodendrum trichotomum; harlequin glorybower; glorytree; peanut butter tree; Farges' harlequin glorybower,https://en.wikipedia.org/wiki/Clerodendrum_trichotomum,
Clinopodium arkansanum,not found,not found,not found,
Clitoria ternatea,Clitoria ternatea,Clitoria ternatea; Asian pigeonwings; bluebellvine; blue pea; butterfly pea; cordofan pea; Darwin pea,https://en.wikipedia.org/wiki/Clitoria_ternatea,
Cocculus carolinus,Cocculus carolinus,Cocculus carolinus; Carolina coralbead,https://en.wikipedia.org/wiki/Cocculus_carolinus,
Cocculus orbiculatus,Cocculus orbiculatus,Cocculus orbiculatus; queen coralbead,https://en.wikipedia.org/wiki/Cocculus_orbiculatus,
Coffea arabica,Coffea arabica,Coffea arabica; Arabian coffee; Coffea arabica,https://en.wikipedia.org/wiki/Coffea_arabica,
Colchicum autumnale,Colchicum autumnale,Colchicum autumnale; autumn crocus; meadow saffron; naked ladies,https://en.wikipedia.org/wiki/Colchicum_autumnale,
Collinsia verna,Collinsia verna,Collinsia verna; blue-eyed Mary,https://en.wikipedia.org/wiki/Collinsia_verna,
Collinsonia canadensis,Collinsonia canadensis,Collinsonia canadensis; richweed,https://en.wikipedia.org/wiki/Collinsonia_canadensis,
Colutea media,Colutea,Colutea; Bladder Senna,https://en.wikipedia.org/wiki/Colutea,
Comptonia peregrina,Comptonia peregrina,Comptonia peregrina; sweetfern; sweet-fern,https://en.wikipedia.org/wiki/Comptonia_peregrina,
Conoclinium coelestinum,Conoclinium coelestinum,Conoclinium coelestinum; blue mistflower,https://en.wikipedia.org/wiki/Conoclinium_coelestinum,
Conradina verticillata,Conradina verticillata,Conradina verticillata; Cumberland rosemary; Cumberland false rosemary; upland rabbitbane,https://en.wikipedia.org/wiki/Conradina_verticillata,
Consolida ajacis,Consolida ajacis,Consolida ajacis; doubtful knight's spur; rocket larkspur,https://en.wikipedia.org/wiki/Consolida_ajacis,
Convolvulus tricolor,Convolvulus tricolor,Convolvulus tricolor; dwarf morning-glory; tricolour convolvulus,https://en.wikipedia.org/wiki/Convolvulus_tricolor,
Coreopsis integrifolia,Coreopsis integrifolia,Coreopsis integrifolia; fringleaf tickseed; mouse-ear tickseed,https://en.wikipedia.org/wiki/Coreopsis_integrifolia,
Coreopsis major,Coreopsis,Coreopsis; calliopsis; tickseed; Mexico and Western North America; Eastern North America; South America,https://en.wikipedia.org/wiki/Coreopsis,
Coreopsis palmata,Coreopsis palmata,Coreopsis palmata; stiff tickseed; wedgeleaf coreopsis; prairie coreopsis; prairie tickseed; finger coreopsis,https://en.wikipedia.org/wiki/Coreopsis_palmata,
Coreopsis pubescens,Coreopsis pubescens,Coreopsis pubescens; star tickseed,https://en.wikipedia.org/wiki/Coreopsis_pubescens,
Coreopsis tripteris,Coreopsis tripteris,Coreopsis tripteris; tall tickseed; tall coreopsis; Atlantic coreopsis,https://en.wikipedia.org/wiki/Coreopsis_tripteris,
Cornus capitata,Cornus capitata,Cornus capitata; Bentham's cornel; evergreen dogwood; Himalayan flowering dogwood; Himalayan strawberry-tree,https://en.wikipedia.org/wiki/Cornus_capitata,
Cornus controversa,Cornus controversa,Cornus controversa; wedding cake tree,https://en.wikipedia.org/wiki/Cornus_controversa,
Cornus mas,Cornus mas,Cornus mas; Cornelian cherry; European cornel; Cornelian cherry dogwood,https://en.wikipedia.org/wiki/Cornus_mas,
Cornus nuttallii,Cornus nuttallii,Cornus nuttallii; Pacific dogwood; mountain dogwood,https://en.wikipedia.org/wiki/Cornus_nuttallii,
Cornus officinalis,Cornus officinalis,Cornus officinalis; Japanese cornel; Japanese cornelian cherry; Cornelian cherries,https://en.wikipedia.org/wiki/Cornus_officinalis,
Cornus sanguinea,Cornus sanguinea,Cornus sanguinea; common dogwood; bloody dogwood,https://en.wikipedia.org/wiki/Cornus_sanguinea,
Cornus sericea,not found,not found,not found,
Corydalis solida,Corydalis solida,Corydalis solida; fumewort,https://en.wikipedia.org/wiki/Corydalis_solida,
Corylopsis sinensis,Corylopsis,Corylopsis,https://en.wikipedia.org/wiki/Corylopsis,
Corylus avellana,Corylus avellana,Corylus avellana; common hazel; cob nut,https://en.wikipedia.org/wiki/Corylus_avellana,
Corylus colurna,Corylus colurna,Corylus colurna; Turkish hazel; Turkish filbert,https://en.wikipedia.org/wiki/Corylus_colurna,
Corylus cornuta,Corylus cornuta,Corylus cornuta; beaked hazelnut,https://en.wikipedia.org/wiki/Corylus_cornuta,
Corylus maxima,Corylus maxima,Corylus maxima; filbert,https://en.wikipedia.org/wiki/Corylus_maxima,
